name,year,committee,region,cleanedName,cleanedRegion,Continent
Srini Seshan,2021,Program,Carnegie Mellon University,Srini Seshan,Carnegie Mellon University,NorAm
Stefano Vissicchio,2021,Program,University College London,Stefano Vissicchio,University College London,EU
Sylvia Ratnasamy,2021,Program,UC Berkeley,Sylvia Ratnasamy,UC Berkeley,NorAm
Theo Benson,2021,Program,Brown University,Theo Benson,Brown University,NorAm
Venkat Padmanabhan,2021,Program,Microsoft,Venkat Padmanabhan,Microsoft,
Vincent Liu,2021,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,NorAm
Vishal Misra,2021,Program,Columbia University,Vishal Misra,Columbia University,NorAm
Xiaowei Yang,2021,Program,Duke University,Xiaowei Yang,Duke University,NorAm
Xin Jin,2021,Program,Peking University,Xin Jin,Peking University,
Yasaman Ghasempour,2021,Program,Princeton University,Yasaman Ghasempour,Princeton University,NorAm
Yashar Ganjali,2021,Program,University of Toronto and Huawei Canada,Yashar Ganjali,University of Toronto and Huawei Canada,NorAm
Yibo Zhu,2021,Program,ByteDance,Yibo Zhu,ByteDance,
Zaffar Ayyub Qazi,2021,Program,Lahore University of Management Sciences,Zaffar Ayyub Qazi,Lahore University of Management Sciences,
Brighten Godfrey,2022,Program,University of Illinois at Urbana-Champaign,Brighten Godfrey,University of Illinois at Urbana-Champaign,NorAm
Bruce Maggs,2022,Program,Duke University and Emerald Innovations,Bruce Maggs,Duke University and Emerald Innovations,NorAm
Ahmed Saeed,2022,Program,Georgia Institute of Technology,Ahmed Saeed,Georgia Institute of Technology,NorAm
Alan Zaoxing Liu,2022,Program,Boston University,Alan Zaoxing Liu,Boston University,NorAm
Alex Afanasyev,2022,Program,Florida International University,Alex Afanasyev,Florida International University,NorAm
Amin Vahdat,2022,Program,Google,Amin Vahdat,Google,
Ang Chen,2022,Program,Rice University,Ang Chen,Rice University,NorAm
Aurojit Panda,2022,Program,New York University,Aurojit Panda,New York University,NorAm
Barath Raghavan,2022,Program,University of Southern California / Invisv,Barath Raghavan,University of Southern California / Invisv,
Behnaz Arzani,2022,Program,Microsoft,Behnaz Arzani,Microsoft,
Bhuvana Krishnaswamy,2022,Program,University of Wisconsin-Madison,Bhuvana Krishnaswamy,University of Wisconsin-Madison,NorAm
Boon Thau Loo,2022,Program,University of Pennsylvania,Boon Thau Loo,University of Pennsylvania,NorAm
Brad Karp,2022,Program,University College London,Brad Karp,University College London,EU
Danyang Zhuo,2022,Program,Duke University,Danyang Zhuo,Duke University,NorAm
Dave Levin,2022,Program,University of Maryland,Dave Levin,University of Maryland,NorAm
Dongsu Han,2022,Program,Korea Advanced Institute of Science and Technology,Dongsu Han,Korea Advanced Institute of Science and Technology,AS
Elahe Soltanaghai,2022,Program,University of Illinois at Urbana-Champaign,Elahe Soltanaghai,University of Illinois at Urbana-Champaign,NorAm
Ennan Zhai,2022,Program,Alibaba,Ennan Zhai,Alibaba,
Fadel Adib,2022,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,NorAm
GÃ¡bor RÃ©tvÃ¡ri,2022,Program,Budapest University of Technology and Economics & Ericsson Research,Gabor Retvari,Budapest University of Technology and Economics & Ericsson Research,
Haitham Hassanieh,2022,Program,University of Illinois at Urbana-Champaign,Haitham Hassanieh,University of Illinois at Urbana-Champaign,NorAm
Haiying Shen,2022,Program,University of Virginia,Haiying Shen,University of Virginia,NorAm
Hamed Haddadi,2022,Program,Imperial College London and Brave,Hamed Haddadi,Imperial College London and Brave,EU
Heather Zheng,2022,Program,University of Chicago,Heather Zheng,University of Chicago,NorAm
Henning Schulzrinne,2022,Program,Columbia University,Henning Schulzrinne,Columbia University,NorAm
James Hongyi Zeng,2022,Program,Meta,James Hongyi Zeng,Meta,
Jia Wang,2022,Program,AT&T,Jia Wang,AT&T,
Jiasi Chen,2022,Program,"University of California, Riverside",Jiasi Chen,"University of California, Riverside",NorAm
Jon Crowcroft,2022,Program,University of Cambridge,Jon Crowcroft,University of Cambridge,EU
Kyle Jamieson,2022,Program,Princeton University,Kyle Jamieson,Princeton University,NorAm
Lalith Suresh,2022,Program,VMware,Lalith Suresh,VMware,
Lixia Zhang,2022,Program,"University of California, Los Angeles",Lixia Zhang,"University of California, Los Angeles",NorAm
Manya Ghobadi,2022,Program,Massachusetts Institute of Technology,Manya Ghobadi,Massachusetts Institute of Technology,NorAm
Marco Canini,2022,Program,King Abdullah University of Science and Technology,Marco Canini,King Abdullah University of Science and Technology,
Mark Handley,2022,Program,University College London,Mark Handley,University College London,EU
Michael Mitzenmacher,2022,Program,Harvard University,Michael Mitzenmacher,Harvard University,NorAm
Michael Schapira,2022,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,AS
Ming Liu,2022,Program,University of Wisconsin-Madison,Ming Liu,University of Wisconsin-Madison,NorAm
Morley Mao,2022,Program,University of Michigan and Google,Morley Mao,University of Michigan and Google,NorAm
Mosharaf Chowdhury,2022,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,NorAm
Neeraja J. Yadwadkar,2022,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,NorAm
Nick Feamster,2022,Program,University of Chicago,Nick Feamster,University of Chicago,NorAm
Oliver Hohlfeld,2022,Program,Brandenburg University of Technology,Oliver Hohlfeld,Brandenburg University of Technology,
Omid Abari,2022,Program,"University of California, Los Angeles",Omid Abari,"University of California, Los Angeles",NorAm
Rachee Singh,2022,Program,Microsoft,Rachee Singh,Microsoft,
Ramesh Sitaraman,2022,Program,University of Massachusetts Amherst,Ramesh Sitaraman,University of Massachusetts Amherst,NorAm
Ran Ben Basat,2022,Program,University College London,Ran Ben Basat,University College London,EU
Ranveer Chandra,2022,Program,Microsoft,Ranveer Chandra,Microsoft,
Renata Teixeira,2022,Program,Netflix,Renata Teixeira,Netflix,
Robert SoulÃ©,2022,Program,Yale University,Robert Soulac,Yale University,NorAm
Roland van Rijswijk-Deij,2022,Program,University of Twente,Roland van Rijswijk-Deij,University of Twente,EU
Sachin Katti,2022,Program,Intel and Stanford University,Sachin Katti,Intel and Stanford University,NorAm
Sanjay Rao,2022,Program,Purdue University,Sanjay Rao,Purdue University,NorAm
Sergey Gorinsky,2022,Program,IMDEA Networks Institute,Sergey Gorinsky,IMDEA Networks Institute,
Shivaram Venkataraman,2022,Program,University of Wisconsin-Madison,Shivaram Venkataraman,University of Wisconsin-Madison,NorAm
Shyam Gollakota,2022,Program,University of Washington,Shyam Gollakota,University of Washington,NorAm
Soo-Jin Moon,2022,Program,Google,Soo-Jin Moon,Google,
Steve Uhlig,2022,Program,Queen Mary University of London,Steve Uhlig,Queen Mary University of London,EU
Sue Moon,2022,Program,Korea Advanced Institute of Science and Technology,Sue Moon,Korea Advanced Institute of Science and Technology,AS
Walter Willinger,2022,Program,NIKSUN,Walter Willinger,NIKSUN,
Yang Richard Yang,2022,Program,Yale University,Yang Richard Yang,Yale University,NorAm
Zhi-Li Zhang,2022,Program,University of Minnesota,Zhi-Li Zhang,University of Minnesota,NorAm
Mariana Afonso,2022,Program,Netflix,Mariana Afonso,Netflix,
Santhosh Prabhu,2022,Program,VMware,Santhosh Prabhu,VMware,
Shangtong Zhang,2022,Program,University of Oxford,Shangtong Zhang,University of Oxford,EU
Vincent Liu,2022,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,NorAm
Yaxiong Xie,2022,Program,Princeton University,Yaxiong Xie,Princeton University,NorAm
Eddie Kohler,2023,Program,Harvard University,Eddie Kohler,Harvard University,NorAm
David Maltz,2023,Program,Microsoft,David Maltz,Microsoft,
Aditya Akella,2023,Program,UT Austin and Google,Aditya Akella,UT Austin and Google,NorAm
Alex C. Snoeren,2023,Program,UC San Diego / Google,Alex C. Snoeren,UC San Diego / Google,NorAm
Amar Phanishayee,2023,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,
Andreas Haeberlen,2023,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,NorAm
Anirudh Sivaraman,2023,Program,NYU,Anirudh Sivaraman,NYU,NorAm
Anna Brunstrom,2023,Program,Karlstad University,Anna Brunstrom,Karlstad University,
Anna Maria Mandalari,2023,Program,University College London,Anna Maria Mandalari,University College London,EU
Behnaz Arzani,2023,Program,Microsoft Research,Behnaz Arzani,Microsoft Research,
Ben Y. Zhao,2023,Program,University of Chicago,Ben Y. Zhao,University of Chicago,NorAm
Brad Campbell,2023,Program,University of Virginia,Brad Campbell,University of Virginia,NorAm
Cecilia Testart/p>,2023,Program,MIT / Georgia Tech,Cecilia Testart,MIT / Georgia Tech,NorAm
Danyang Zhuo,2023,Program,Duke University,Danyang Zhuo,Duke University,NorAm
David Choffnes,2023,Program,Northeastern University,David Choffnes,Northeastern University,NorAm
Dinesh Bharadia,2023,Program,"University of California, San Diego",Dinesh Bharadia,"University of California, San Diego",NorAm
Elizabeth M. Belding,2023,Program,University of California Santa Barbara,Elizabeth M. Belding,University of California Santa Barbara,NorAm
FabiÃ¡n Bustamante,2023,Program,Northwestern University,Fabian Bustamente,Northwestern University,NorAm
Fadel Adib,2023,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,NorAm
Ganesh Ananthanarayanan,2023,Program,Microsoft,Ganesh Ananthanarayanan,Microsoft,
Heming Cui,2023,Program,University of Hong Kong,Heming Cui,University of Hong Kong,
Hitesh Ballani,2023,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,
James Hongyi Zeng,2023,Program,Facebook,James Hongyi Zeng,Facebook,
John Heidemann,2023,Program,University of Southern California,John Heidemann,University of Southern California,
Junchen Jiang,2023,Program,University of Chicago,Junchen Jiang,University of Chicago,NorAm
Justine Sherry,2023,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,NorAm
K. K. Ramakrishnan,2023,Program,"University of California, Riverside",K. K. Ramakrishnan,"University of California, Riverside",NorAm
Kai Chen,2023,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,
Kate Lin,2023,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,
Katerina Argyraki,2023,Program,EPFL,Katerina Argyraki,EPFL,EU
Keon Jang,2023,Program,Rubrik and MPI-SWS,Keon Jang,Rubrik and MPI-SWS,EU
Lydia Y. Chen,2023,Program,TU Delft,Lydia Y. Chen,TU Delft,EU
Maria Gorlatova,2023,Program,Duke University,Maria Gorlatova,Duke University,NorAm
Michael Schapira,2023,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,AS
Minlan Yu,2023,Program,Harvard University,Minlan Yu,Harvard University,NorAm
Neeraja J. Yadwadkar,2023,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,NorAm
Noa Zilberman,2023,Program,University of Oxford,Noa Zilberman,University of Oxford,EU
Omid Abari,2023,Program,UCLA,Omid Abari,UCLA,NorAm
Paolo Costa,2023,Program,Microsoft Research,Paolo Costa,Microsoft Research,
Peter Steenkiste,2023,Program,CMU,Peter Steenkiste,CMU,NorAm
Rajesh Balan,2023,Program,Singapore Management University,Rajesh Balan,Singapore Management University,
Ranveer Chandra,2023,Program,Microsoft,Ranveer Chandra,Microsoft,
Sanjay Rao,2023,Program,Purdue University,Sanjay Rao,Purdue University,NorAm
Shuai Mu,2023,Program,Stony Brook University,Shuai Mu,Stony Brook University,NorAm
Suman Banerjee,2023,Program,University of Wisconsin -- Madison,Suman Banerjee,University of Wisconsin -- Madison,NorAm
Sung-Ju Lee,2023,Program,KAIST,Sung-Ju Lee,KAIST,AS
T. S. Eugene Ng,2023,Program,Rice University,T. S. Eugene Ng,Rice University,NorAm
Tam Vu,2023,Program,"University of Colorado, Boulder",Tam Vu,"University of Colorado, Boulder",NorAm
Timothy G. Griffin,2023,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,EU
Wen Hu,2023,Program,UNSW,Wen Hu,UNSW,OC
Xiaowei Yang,2023,Program,Duke and Google,Xiaowei Yang,Duke and Google,NorAm
Y. Charlie Hu,2023,Program,Purdue University,Y. Charlie Hu,Purdue University,NorAm
Yashar Ganjali,2023,Program,"University of Toronto, Huawei Canada",Yashar Ganjali,"University of Toronto, Huawei Canada",NorAm
Yibo Zhu,2023,Program,Google Inc.,Yibo Zhu,Google Inc.,
Ying Zhang,2023,Program,Facebook,Ying Zhang,Facebook,
Yingying Chen,2023,Program,Rutgers University,Yingying Chen,Rutgers University,NorAm
Yiting Xia,2023,Program,Max Planck Institute for Informatics,Yiting Xia,Max Planck Institute for Informatics,
Yiying Zhang,2023,Program,"University of California, San Diego",Yiying Zhang,"University of California, San Diego",NorAm
Yu Hua,2023,Program,Huazhong University of Science and Technology,Yu Hua,Huazhong University of Science and Technology,
Yunxin Liu,2023,Program,"Institute for AI Industry Research (AIR), Tsinghua University",Yunxin Liu,"Institute for AI Industry Research (AIR), Tsinghua University",
Zhizhen Zhong,2023,Program,Massachusetts Institute of Technology,Zhizhen Zhong,Massachusetts Institute of Technology,NorAm
